nom,prix,website,source,date_scraped,category,promotion,url,description,normalized_nom,normalized_description
Weston 6-Tray Digital Food Dehydrator,79.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/weston-6-tray-digital-food-dehydrator.product.4000111493.html,"The Weston 6 Tray Digital Food Dehydrator is the perfect tool to preserve foods for later use. Dry the season's harvest, make jerky and a variety of snacks. Ideal for making banana chips, fruit roll-ups, dried herbs, fruits & vegetables. The adjustable digital thermostat lets you adjust the drying temperature from 100°-160° F degrees, and has a 48 hour timer with automatic shut off. The continuous air flow provides even drying for better taste. Includes one fine-mesh sheet for drying small foods like herbs, and one solid sheet for making fruit leather. Accessories Included: Solid sheet for making fruit leather Mesh sheet for drying herbs Use and care guide Product Features: Extra heating power with an 800 watt system helps dry food faster and is 60% larger than the standard 6 tray dehydrator. Extra large drying capacity, 7.4 sq ft, and is 48% larger than the standard 6 tray dehydrator. The digital control panel features 48 hour timer with automatic shutoff and adjustable thermostat (100-160 degrees) Spread pureed fruit on the solid sheet to make fruit leather. Use the mesh sheet to dry garden herbs. Easy clean-up with dishwasher safe parts. Dimensions & More: Materials: Plastic & Base has a Stainless-Steel Wrap 12.4” L x 15.5” W x 13” H; Weight 10.0 lbs 800-Watts, 120 Volts Made in China Warranty: Can be found on pg-16 of Use and Care Guide. This product is warranted to be free from defects in material and workmanship for a period of one (1) year from the date of original purchase. During this period, your exclusive remedy is repair or replacement of this product or any component found to be defective, at our option. If the product or component is no longer available, we will replace with a similar one of equal or greater value.",weston 6-tray digital food dehydrator,weston 6-tray digital food dehydrator
FoodSaver Preserve Vacuum Sealing System Starter Kit with Bags and Rolls,119.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/foodsaver-preserve-vacuum-sealing-system-starter-kit-with-bags-and-rolls.product.4000297539.html,"Keep food fresh up to 5x longer then ordinary storage methods with the FoodSaver Preserve Vacuum Sealing System. This vacuum sealer machine uses innovative technologies to remove air and create an airtight seal, helping to prevent freezer burn, preserve freshness, and save you money. Choose from 4 different sealing modes for maximum versatility: Dry, Moist, Pulse, and Sous Vide. Built-in roll storage and cutter bar let you easily create custom-size bags, and built-in bag alignment plus an extra wide sealing strip helps cut down on bag waste. The included FoodSaver® Handheld Sealer is designed to work with FoodSaver® vacuum zipper bags, containers, canisters, and all other FoodSaver® accessories including wine stoppers, jar sealers and the Quick Marinator, without requiring additional adapters, or parts. Ideal for storing refrigerated and pantry foods, keeping them fresh longer compared to unwrapped foods. The stylish matte black finish adds a modern touch to any kitchen, and built-in cord storage keeps countertops clean and tidy when the sealer is not in use. This starter kit includes a six-month supply of bags and rolls so you can start sealing right away! Save more with a FoodSaver Vacuum Sealer, and get the most out of your food today. Accessories Included: (5) 11"" x 10' rolls (3) 8"" x 10' rolls, 3 precut quart-size bags 2 precut gallon-size bags 3 quart-size zipper bags 2 gallon-size zipper bags Handheld accessory Product Features: Built-in cord storage Extra-wide sealing strip Dimensions & More Info: Plastic 7.9” W x 16.1” L x 4.5” H 4.8 Lbs 120 Watts Made in China Warranty 5-Year Limited Warranty For product related questions, please contact “FoodSaver” at 1-877-777-8042",foodsaver preserve vacuum sealing system starter kit with bags and rolls,foodsaver preserve vacuum sealing system starter kit with bags and rolls
"Nespresso Essenza Mini Espresso Machine by Breville, with Aeroccino Milk Frother",189.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/nespresso-essenza-mini-espresso-machine-by-breville%2c-with-aeroccino-milk-frother.product.4000294009.html,"Nespresso has delivered its most pure and sleek compact machine yet, without any compromise on taste! The Nespresso Essenza Mini espresso machine bundled with the Aeroccino 3 milk frother offers 2 programmable cup sizes, is intuitive, easy to use, and creates perfect espresso coffee just the way you like it. This surprisingly small machine crafts great espresso in just a few minutes thanks to its high-pressure pump and fast heat-up system. Each machine includes a complimentary welcome set with a range of Nespresso capsules with unique aromatic profiles. Accessories Included: Aeroccino Milk Frother Tasting Box of Nespresso Capsules Product Features: 2 programmable cup sizes 20.3 oz water tank capacity Thermoblock heating system Removable drip tray 25 second heat up time Dimensions & More Info: Type of material made out of: Made of 23.4% recycled plastic 8.7"" W x 12.7"" D x 12.8"" H 5.7 lbs Wattage 1260 Made in Hungary Warranty: Parts/Labor: 1 year","nespresso essenza mini espresso machine by breville, with aeroccino milk frother","nespresso essenza mini espresso machine by breville, with aeroccino milk frother"
"Kirkland Signature Vacuum Sealing Bags, Assortment Pack",23.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/kirkland-signature-vacuum-sealing-bags%2c-assortment-pack.product.100796371.html,"Get the most out of every meal with these durable and versatile Kirkland Signature Vacuum Sealing Bags. Compatible with most vacuum sealing systems, these bags lock in the freshness and flavors of food so you can store and enjoy later. These puncture-resistant, BPA-Free bags include rolls that can be custom cut to fit a variety of foods and 50 bags that are precut to a 1qt size. Seal left overs or bulk buy foods and freeze or refrigerate for later. Also a great way to marinate and season food, these vacuum sealing bags are must have for any kitchen. Accessories Included: 3 Rolls 8 in × 20 ft (20.3 cm × 6.1 m) 4 Rolls 11 in × 16 ft (27.9 cm × 4.88 m) 50 Pre-cut 1 QT Bags 8 in × 10 in (20.3 cm × 25.4 cm) Features: Extends the lifespan of food Locks out the air preventing food from dehydration Preserves food without chemicals and additives Great way to marinate and season food Easy and efficient type of packaging Bags and rolls are BPA-free Great for sous vide cooking Cut rolls to any size you need Dimensions & More: 100% Plastic Film (PE/PA) 3 Rolls 8 in × 20 ft (20.3 cm × 6.1 m) 4 Rolls 11 in × 16 ft (27.9 cm × 4.88 m) 50 Pre-cut 1 QT Bags 8 in × 10 in (20.3 cm × 25.4 cm) 5.20 Lbs","kirkland signature vacuum sealing bags, assortment pack","kirkland signature vacuum sealing bags, assortment pack"
Ninja Foodi 6-in-1 10-qt. XL 2-Basket Air Fryer with DualZone Technology,159.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/ninja-foodi-6-in-1-10-qt.-xl-2-basket-air-fryer-with-dualzone-technology.product.4000270653.html,WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov . Designated Chemical Disclosure,ninja foodi 6-in-1 10-qt. xl 2-basket air fryer with dualzone technology,ninja foodi 6-in-1 10-qt. xl 2-basket air fryer with dualzone technology
"bella 12"" x 22"" XL Griddle with Warming Tray",39.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/bella-12%22-x-22%22-xl-griddle-with-warming-tray.product.4000295711.html,WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov .,"bella 12"" x 22"" xl griddle with warming tray","bella 12"" x 22"" xl griddle with warming tray"
Zojirushi 5.5-Cup Micom Rice Cooker and Warmer (1 Liter),124.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/zojirushi-5.5-cup-micom-rice-cooker-and-warmer-1-liter%2c-white.product.4000318171.html,"Designated Chemical Disclosure This Micom Rice Cooker & Warmer features micro computerized Fuzzy logic technology and is equipped with healthy GABA brown rice setting and convenient Jasmine rice setting. It also comes with a BPA-free steaming basket which allows this rice cooker to cook more than just rice! Accessories: Spatula Spatula Holder Steaming Basket Measuring Cup Warranty Card Instruction Manual Product Features: Micro computerized Fuzzy logic technology Healthy GABA brown rice menu setting Convenient Jasmine rice menu setting Triple heater: Heaters on the bottom, side and lid generate ideal temperature for precise cooking results Double sensors: Sensors on the lid and the base of cooker fine-tunes the cooking cycle to deliver perfect rice Delay timer (2 settings) Automatic keep warm and extended keep warm Dimensions & More Info: Type of material made out of: Polypropylene and aluminum 10 in x 13.13 in by 8.63 in 7.0 Lbs 610 Watts Made in China For product related questions, please contact “Zojirushi Customer Service“ at 1-800-733-6270",zojirushi 5.5-cup micom rice cooker and warmer (1 liter),zojirushi 5.5-cup micom rice cooker and warmer (1 liter)
FoodSaver Vacuum Sealer Rolls and Bags Variety Pack,29.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/foodsaver-vacuum-sealer-rolls-and-bags-variety-pack.product.4000301349.html,Limit 5 Per Member,foodsaver vacuum sealer rolls and bags variety pack,foodsaver vacuum sealer rolls and bags variety pack
Cuckoo 2 lb. Multifunctional Bread Maker,89.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/cuckoo-2-lb.-multifunctional-bread-maker.product.100752102.html,"WARNING: This product can expose you to DINP, which is known to the State of California to cause cancer. For more information go to: www.P65Warnings.ca.gov .",cuckoo 2 lb. multifunctional bread maker,cuckoo 2 lb. multifunctional bread maker
Popsmith Popcorn Popper Starter Kit,169.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=3&pageSize=24,2025-01-17 23:23:14,small-appliances,,https://www.costco.com/popsmith-popcorn-popper-starter-kit.product.4000325314.html,"Designated Chemical Disclosure Make perfect movie theater popcorn at home with the Popsmith Popper. The all stainless steel popper's patented design allows for perfect savory buttery popcorn at  home. Compatible with all cooktops including induction burners. Easy to use in under 5 minutes, easy to clean, and dishwasher safe. Comes with 10 pre-measured popcorn kits which include everything you need to make perfect popcorn every single time. Popcorn kits include 100% coconut oil, locally sourced kernels from USA family farms and are vegan, gluten free, kosher, and non GMO. Popsmith is guaranteed to level up your next get together with neighbors and friends, family movie night, or Friday night in. You'll never go back to microwave popcorn again. Includes: (1) 6 Qt. stainless steel popcorn machine (2) 5-pack of Oh So Buttery pre-measured popcorn making kits Features: Make true movie theater popcorn at home. Multi-layered metal bottom and patented stirrer ensures no burnt batches or unpopped kernels Compatible with all cooktops, including Induction. Easy to clean. Dishwasher safe. 6-quart all stainless steel pot makes enough popcorn for up to 4 people. Made In: China Designed in: California For product related questions please contact Popsmith: hello@popsmith.com",popsmith popcorn popper starter kit,popsmith popcorn popper starter kit
